Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -15991.4538  -15995.6414       4.1876   330.6
0.0005      -15991.4818  -15995.5327       4.0509   319.8
0.0010      -15991.4885  -15995.2410       3.7525   296.2
0.0015      -15991.4786  -15994.8594       3.3808   266.9
0.0020      -15991.4525  -15994.5001       3.0477   240.6
0.0025      -15991.4140  -15994.2419       2.8280   223.2
0.0030      -15991.3684  -15994.0977       2.7293   215.5
0.0035      -15991.3188  -15994.0212       2.7024   213.3
0.0040      -15991.2672  -15993.9464       2.6792   211.5
0.0045      -15991.2116  -15993.8235       2.6120   206.2
0.0050      -15991.1504  -15993.6424       2.4920   196.7
0.0055      -15991.0813  -15993.4292       2.3479   185.3
0.0060      -15991.0060  -15993.2346       2.2286   175.9
0.0065      -15990.9256  -15993.1096       2.1840   172.4
0.0070      -15990.8453  -15993.0891       2.2438   177.1
0.0075      -15990.7705  -15993.1726       2.4021   189.6
0.0080      -15990.7051  -15993.3195       2.6143   206.4
0.0085      -15990.6505  -15993.4635       2.8130   222.1
0.0090      -15990.6034  -15993.5409       2.9375   231.9
0.0095      -15990.5593  -15993.5220       2.9628   233.9
0.0100      -15990.5137  -15993.4256       2.9119   229.9
0.0105      -15990.4668  -15993.3083       2.8415   224.3
0.0110      -15990.4180  -15993.2257       2.8078   221.7
0.0115      -15990.3703  -15993.2048       2.8345   223.8
0.0120      -15990.3257  -15993.2320       2.9063   229.4
0.0125      -15990.2847  -15993.2695       2.9847   235.6
0.0130      -15990.2470  -15993.2796       3.0326   239.4
0.0135      -15990.2095  -15993.2415       3.0320   239.3
0.0140      -15990.1701  -15993.1598       2.9897   236.0
0.0145      -15990.1278  -15993.0598       2.9320   231.5
0.0150      -15990.0822  -15992.9754       2.8932   228.4
0.0155      -15990.0367  -15992.9370       2.9003   229.0
0.0160      -15989.9923  -15992.9538       2.9615   233.8
0.0165      -15989.9523  -15993.0142       3.0620   241.7
0.0170      -15989.9178  -15993.0862       3.1684   250.1
0.0175      -15989.8877  -15993.1329       3.2452   256.2
0.0180      -15989.8601  -15993.1353       3.2752   258.6
0.0185      -15989.8325  -15993.1048       3.2723   258.3
0.0190      -15989.8052  -15993.0752       3.2700   258.1
0.0195      -15989.7798  -15993.0717       3.2918   259.9
0.0200      -15989.7564  -15993.0864       3.3299   262.9
0.0205      -15989.7358  -15993.0873       3.3514   264.6
0.0210      -15989.7134  -15993.0410       3.3276   262.7
0.0215      -15989.6876  -15992.9431       3.2555   257.0
0.0220      -15989.6576  -15992.8177       3.1601   249.5
0.0225      -15989.6229  -15992.7026       3.0797   243.1
0.0230      -15989.5858  -15992.6327       3.0469   240.5
0.0235      -15989.5483  -15992.6259       3.0776   242.9
0.0240      -15989.5136  -15992.6805       3.1669   250.0
0.0245      -15989.4843  -15992.7746       3.2903   259.7
0.0250      -15989.4608  -15992.8712       3.4104   269.2
0.0255      -15989.4435  -15992.9323       3.4888   275.4
0.0260      -15989.4269  -15992.9303       3.5033   276.6
0.0265      -15989.4085  -15992.8691       3.4606   273.2
0.0270      -15989.3866  -15992.7835       3.3969   268.2
0.0275      -15989.3626  -15992.7193       3.3568   265.0
0.0280      -15989.3404  -15992.7040       3.3637   265.5
0.0285      -15989.3196  -15992.7240       3.4043   268.7
0.0290      -15989.3009  -15992.7413       3.4404   271.6
0.0295      -15989.2828  -15992.7202       3.4375   271.4
0.0300      -15989.2624  -15992.6489       3.3865   267.3
0.0305      -15989.2400  -15992.5457       3.3058   261.0
0.0310      -15989.2132  -15992.4423       3.2291   254.9
0.0315      -15989.1836  -15992.3698       3.1862   251.5
0.0320      -15989.1532  -15992.3440       3.1908   251.9
0.0325      -15989.1239  -15992.3633       3.2394   255.7
0.0330      -15989.0976  -15992.4131       3.3154   261.7
0.0335      -15989.0753  -15992.4701       3.3949   268.0
0.0340      -15989.0564  -15992.5078       3.4514   272.5
0.0345      -15989.0392  -15992.5052       3.4661   273.6
0.0350      -15989.0205  -15992.4619       3.4414   271.7
0.0355      -15988.9997  -15992.4061       3.4064   268.9
0.0360      -15988.9781  -15992.3821       3.4041   268.7
0.0365      -15988.9591  -15992.4192       3.4601   273.1
0.0370      -15988.9453  -15992.5041       3.5588   280.9
0.0375      -15988.9363  -15992.5865       3.6501   288.1
0.0380      -15988.9307  -15992.6125       3.6818   290.6
0.0385      -15988.9238  -15992.5526       3.6289   286.5
0.0390      -15988.9118  -15992.4167       3.5049   276.7
0.0395      -15988.8927  -15992.2486       3.3559   264.9
0.0400      -15988.8665  -15992.1086       3.2421   255.9
0.0405      -15988.8377  -15992.0483       3.2106   253.5
0.0410      -15988.8099  -15992.0823       3.2723   258.3
0.0415      -15988.7873  -15992.1831       3.3958   268.1
0.0420      -15988.7713  -15992.2932       3.5220   278.0
0.0425      -15988.7598  -15992.3533       3.5935   283.7
0.0430      -15988.7496  -15992.3295       3.5799   282.6
0.0435      -15988.7361  -15992.2292       3.4931   275.8
0.0440      -15988.7169  -15992.1019       3.3849   267.2
0.0445      -15988.6938  -15992.0160       3.3221   262.3
0.0450      -15988.6706  -15992.0187       3.3481   264.3
0.0455      -15988.6524  -15992.1064       3.4541   272.7
0.0460      -15988.6394  -15992.2278       3.5884   283.3
0.0465      -15988.6314  -15992.3220       3.6905   291.3
0.0470      -15988.6268  -15992.3470       3.7203   293.7
0.0475      -15988.6217  -15992.2893       3.6677   289.5
0.0480      -15988.6130  -15992.1624       3.5494   280.2
0.0485      -15988.5974  -15992.0014       3.4040   268.7
0.0490      -15988.5748  -15991.8547       3.2799   258.9
0.0495      -15988.5478  -15991.7664       3.2186   254.1
0.0500      -15988.5199  -15991.7596       3.2397   255.7
0.0505      -15988.4949  -15991.8259       3.3310   263.0
0.0510      -15988.4765  -15991.9280       3.4515   272.5
0.0515      -15988.4635  -15992.0122       3.5487   280.1
0.0520      -15988.4532  -15992.0375       3.5843   283.0
0.0525      -15988.4420  -15991.9982       3.5562   280.7
0.0530      -15988.4283  -15991.9277       3.4993   276.2
0.0535      -15988.4138  -15991.8707       3.4569   272.9
0.0540      -15988.3989  -15991.8441       3.4452   272.0
0.0545      -15988.3834  -15991.8297       3.4464   272.1
0.0550      -15988.3662  -15991.8011       3.4349   271.2
0.0555      -15988.3469  -15991.7507       3.4038   268.7
0.0560      -15988.3253  -15991.6909       3.3656   265.7
0.0565      -15988.3026  -15991.6404       3.3377   263.5
0.0570      -15988.2786  -15991.6138       3.3352   263.3
0.0575      -15988.2548  -15991.6222       3.3674   265.8
0.0580      -15988.2337  -15991.6688       3.4351   271.2
0.0585      -15988.2169  -15991.7417       3.5249   278.3
0.0590      -15988.2054  -15991.8148       3.6094   284.9
0.0595      -15988.1973  -15991.8550       3.6577   288.7
0.0600      -15988.1904  -15991.8377       3.6473   287.9
0.0605      -15988.1806  -15991.7586       3.5780   282.5
0.0610      -15988.1663  -15991.6459       3.4796   274.7
0.0615      -15988.1465  -15991.5545       3.4080   269.0
0.0620      -15988.1260  -15991.5405       3.4145   269.6
0.0625      -15988.1102  -15991.6145       3.5043   276.6
0.0630      -15988.1003  -15991.7243       3.6240   286.1
0.0635      -15988.0947  -15991.7940       3.6993   292.0
0.0640      -15988.0888  -15991.7782       3.6895   291.3
0.0645      -15988.0800  -15991.6873       3.6073   284.8
0.0650      -15988.0671  -15991.5671       3.5000   276.3
0.0655      -15988.0498  -15991.4672       3.4174   269.8
0.0660      -15988.0304  -15991.4236       3.3931   267.9
0.0665      -15988.0108  -15991.4488       3.4380   271.4
0.0670      -15987.9949  -15991.5322       3.5373   279.2
0.0675      -15987.9848  -15991.6377       3.6528   288.4
0.0680      -15987.9793  -15991.7163       3.7369   295.0
0.0685      -15987.9765  -15991.7310       3.7544   296.4
0.0690      -15987.9714  -15991.6747       3.7033   292.3
0.0695      -15987.9618  -15991.5806       3.6187   285.7
0.0700      -15987.9477  -15991.5090       3.5613   281.1
0.0705      -15987.9344  -15991.5204       3.5860   283.1
0.0710      -15987.9260  -15991.6317       3.7057   292.5
0.0715      -15987.9259  -15991.7996       3.8736   305.8
0.0720      -15987.9326  -15991.9436       4.0110   316.6
0.0725      -15987.9440  -15992.0033       4.0593   320.4
0.0730      -15987.9545  -15991.9672       4.0128   316.8
0.0735      -15987.9620  -15991.8702       3.9082   308.5
0.0740      -15987.9652  -15991.7591       3.7940   299.5
0.0745      -15987.9633  -15991.6709       3.7076   292.7
0.0750      -15987.9581  -15991.6294       3.6714   289.8
0.0755      -15987.9521  -15991.6459       3.6938   291.6
0.0760      -15987.9489  -15991.7112       3.7622   297.0
0.0765      -15987.9505  -15991.7884       3.8378   303.0
0.0770      -15987.9549  -15991.8229       3.8681   305.4
0.0775      -15987.9587  -15991.7730       3.8144   301.1
0.0780      -15987.9563  -15991.6344       3.6781   290.4
0.0785      -15987.9450  -15991.4503       3.5053   276.7
0.0790      -15987.9258  -15991.2917       3.3660   265.7
0.0795      -15987.9027  -15991.2192       3.3165   261.8
0.0800      -15987.8817  -15991.2436       3.3619   265.4
0.0805      -15987.8638  -15991.3178       3.4539   272.7
0.0810      -15987.8485  -15991.3766       3.5280   278.5
0.0815      -15987.8338  -15991.3832       3.5494   280.2
0.0820      -15987.8191  -15991.3485       3.5293   278.6
0.0825      -15987.8029  -15991.3111       3.5082   276.9
0.0830      -15987.7867  -15991.3140       3.5273   278.5
0.0835      -15987.7730  -15991.3837       3.6107   285.0
0.0840      -15987.7651  -15991.5235       3.7584   296.7
0.0845      -15987.7666  -15991.7103       3.9436   311.3
0.0850      -15987.7781  -15991.8966       4.1185   325.1
0.0855      -15987.7975  -15992.0246       4.2271   333.7
0.0860      -15987.8201  -15992.0496       4.2295   333.9
0.0865      -15987.8394  -15991.9635       4.1241   325.6
0.0870      -15987.8509  -15991.8060       3.9550   312.2
0.0875      -15987.8540  -15991.6522       3.7982   299.8
0.0880      -15987.8524  -15991.5731       3.7206   293.7
0.0885      -15987.8510  -15991.5852       3.7343   294.8
0.0890      -15987.8533  -15991.6377       3.7844   298.8
0.0895      -15987.8556  -15991.6457       3.7900   299.2
0.0900      -15987.8545  -15991.5540       3.6996   292.1
0.0905      -15987.8458  -15991.3682       3.5223   278.1
0.0910      -15987.8271  -15991.1461       3.3190   262.0
0.0915      -15987.7996  -15990.9647       3.1651   249.9
0.0920      -15987.7674  -15990.8837       3.1163   246.0
0.0925      -15987.7354  -15990.9235       3.1882   251.7
0.0930      -15987.7085  -15991.0624       3.3539   264.8
0.0935      -15987.6911  -15991.2474       3.5563   280.7
0.0940      -15987.6828  -15991.4122       3.7294   294.4
0.0945      -15987.6810  -15991.4995       3.8185   301.4
0.0950      -15987.6805  -15991.4840       3.8035   300.3
0.0955      -15987.6756  -15991.3898       3.7142   293.2
0.0960      -15987.6656  -15991.2888       3.6231   286.0
0.0965      -15987.6537  -15991.2660       3.6123   285.2
0.0970      -15987.6466  -15991.3678       3.7213   293.8
0.0975      -15987.6494  -15991.5603       3.9110   308.7
0.0980      -15987.6615  -15991.7432       4.0817   322.2
0.0985      -15987.6793  -15991.8139       4.1346   326.4
0.0990      -15987.6937  -15991.7255       4.0319   318.3
0.0995      -15987.6990  -15991.5126       3.8136   301.1
0.1000      -15987.6930  -15991.2656       3.5725   282.0
0.1005      -15987.6771  -15991.0811       3.4040   268.7
0.1010      -15987.6572  -15991.0162       3.3590   265.2
0.1015      -15987.6379  -15991.0687       3.4308   270.8
0.1020      -15987.6232  -15991.1939       3.5706   281.9
0.1025      -15987.6155  -15991.3311       3.7156   293.3
0.1030      -15987.6137  -15991.4266       3.8129   301.0
0.1035      -15987.6151  -15991.4503       3.8352   302.8
0.1040      -15987.6145  -15991.4090       3.7945   299.5
0.1045      -15987.6100  -15991.3534       3.7434   295.5
0.1050      -15987.6047  -15991.3574       3.7527   296.2
0.1055      -15987.6041  -15991.4688       3.8647   305.1
0.1060      -15987.6135  -15991.6684       4.0549   320.1
0.1065      -15987.6326  -15991.8755       4.2429   334.9
0.1070      -15987.6579  -15992.0016       4.3437   342.9
0.1075      -15987.6837  -15992.0027       4.3191   341.0
0.1080      -15987.7063  -15991.9017       4.1954   331.2
0.1085      -15987.7214  -15991.7634       4.0420   319.1
0.1090      -15987.7305  -15991.6616       3.9311   310.3
0.1095      -15987.7369  -15991.6408       3.9039   308.2
0.1100      -15987.7444  -15991.7010       3.9566   312.3
0.1105      -15987.7560  -15991.8055       4.0495   319.7
0.1110      -15987.7714  -15991.9020       4.1306   326.1
0.1115      -15987.7896  -15991.9463       4.1568   328.1
0.1120      -15987.8074  -15991.9151       4.1077   324.3
0.1125      -15987.8203  -15991.8145       3.9942   315.3
0.1130      -15987.8265  -15991.6850       3.8584   304.6
0.1135      -15987.8264  -15991.5874       3.7610   296.9
0.1140      -15987.8247  -15991.5708       3.7461   295.7
0.1145      -15987.8261  -15991.6326       3.8065   300.5
0.1150      -15987.8310  -15991.7141       3.8831   306.5
0.1155      -15987.8385  -15991.7421       3.9036   308.2
0.1160      -15987.8430  -15991.6721       3.8291   302.3
0.1165      -15987.8410  -15991.5149       3.6739   290.0
0.1170      -15987.8300  -15991.3252       3.4952   275.9
0.1175      -15987.8108  -15991.1740       3.3632   265.5
0.1180      -15987.7881  -15991.1169       3.3288   262.8
0.1185      -15987.7663  -15991.1671       3.4008   268.5
0.1190      -15987.7498  -15991.2938       3.5440   279.8
0.1195      -15987.7406  -15991.4409       3.7003   292.1
0.1200      -15987.7379  -15991.5543       3.8164   301.3
0.1205      -15987.7400  -15991.6007       3.8607   304.8
0.1210      -15987.7420  -15991.5742       3.8321   302.5
0.1215      -15987.7405  -15991.5041       3.7636   297.1
0.1220      -15987.7352  -15991.4503       3.7151   293.3
0.1225      -15987.7300  -15991.4743       3.7442   295.6
0.1230      -15987.7308  -15991.5931       3.8623   304.9
0.1235      -15987.7398  -15991.7567       4.0169   317.1
0.1240      -15987.7551  -15991.8758       4.1207   325.3
0.1245      -15987.7713  -15991.8802       4.1088   324.4
0.1250      -15987.7835  -15991.7632       3.9797   314.2
0.1255      -15987.7866  -15991.5814       3.7948   299.6
0.1260      -15987.7816  -15991.4237       3.6421   287.5
0.1265      -15987.7726  -15991.3613       3.5887   283.3
0.1270      -15987.7644  -15991.4136       3.6492   288.1
0.1275      -15987.7615  -15991.5439       3.7824   298.6
0.1280      -15987.7647  -15991.6845       3.9198   309.4
0.1285      -15987.7729  -15991.7729       4.0001   315.8
0.1290      -15987.7827  -15991.7757       3.9930   315.2
0.1295      -15987.7914  -15991.6954       3.9040   308.2
0.1300      -15987.7933  -15991.5612       3.7678   297.4
0.1305      -15987.7877  -15991.4268       3.6391   287.3
0.1310      -15987.7773  -15991.3533       3.5760   282.3
0.1315      -15987.7670  -15991.3765       3.6096   284.9
0.1320      -15987.7616  -15991.4806       3.7190   293.6
0.1325      -15987.7620  -15991.6040       3.8420   303.3
0.1330      -15987.7663  -15991.6786       3.9123   308.8
0.1335      -15987.7713  -15991.6669       3.8957   307.5
0.1340      -15987.7722  -15991.5760       3.8037   300.3
0.1345      -15987.7683  -15991.4522       3.6839   290.8
0.1350      -15987.7587  -15991.3580       3.5993   284.1
0.1355      -15987.7470  -15991.3482       3.6012   284.3
0.1360      -15987.7385  -15991.4438       3.7052   292.5
0.1365      -15987.7373  -15991.6194       3.8821   306.5
0.1370      -15987.7455  -15991.8170       4.0715   321.4
0.1375      -15987.7611  -15991.9767       4.2155   332.8
0.1380      -15987.7817  -15992.0658       4.2841   338.2
0.1385      -15987.8043  -15992.0831       4.2788   337.8
0.1390      -15987.8257  -15992.0492       4.2235   333.4
0.1395      -15987.8452  -15991.9961       4.1508   327.7
0.1400      -15987.8622  -15991.9486       4.0864   322.6
0.1405      -15987.8774  -15991.9116       4.0342   318.5
0.1410      -15987.8901  -15991.8692       3.9791   314.1
0.1415      -15987.8988  -15991.8053       3.9064   308.4
0.1420      -15987.9030  -15991.7224       3.8193   301.5
0.1425      -15987.9021  -15991.6414       3.7394   295.2
0.1430      -15987.8973  -15991.5907       3.6934   291.6
0.1435      -15987.8913  -15991.5902       3.6989   292.0
0.1440      -15987.8866  -15991.6436       3.7570   296.6
0.1445      -15987.8856  -15991.7358       3.8502   303.9
0.1450      -15987.8898  -15991.8360       3.9463   311.5
0.1455      -15987.8983  -15991.9062       4.0079   316.4
0.1460      -15987.9079  -15991.9151       4.0071   316.3
0.1465      -15987.9166  -15991.8575       3.9409   311.1
0.1470      -15987.9197  -15991.7613       3.8416   303.3
0.1475      -15987.9177  -15991.6855       3.7678   297.4
0.1480      -15987.9144  -15991.6902       3.7758   298.1
0.1485      -15987.9149  -15991.7995       3.8846   306.7
0.1490      -15987.9243  -15991.9820       4.0577   320.3
0.1495      -15987.9418  -15992.1619       4.2201   333.1
0.1500      -15987.9644  -15992.2624       4.2980   339.3
0.1505      -15987.9872  -15992.2447       4.2575   336.1
0.1510      -15988.0046  -15992.1241       4.1195   325.2
0.1515      -15988.0150  -15991.9590       3.9441   311.4
0.1520      -15988.0177  -15991.8195       3.8018   300.1
0.1525      -15988.0156  -15991.7616       3.7460   295.7
0.1530      -15988.0135  -15991.8076       3.7941   299.5
0.1535      -15988.0159  -15991.9400       3.9241   309.8
0.1540      -15988.0265  -15992.1078       4.0812   322.2
0.1545      -15988.0438  -15992.2434       4.1996   331.5
0.1550      -15988.0639  -15992.2963       4.2324   334.1
0.1555      -15988.0821  -15992.2592       4.1771   329.8
0.1560      -15988.0950  -15992.1778       4.0828   322.3
0.1565      -15988.1052  -15992.1297       4.0245   317.7
0.1570      -15988.1163  -15992.1710       4.0548   320.1
0.1575      -15988.1328  -15992.2961       4.1633   328.7
0.1580      -15988.1557  -15992.4387       4.2830   338.1
0.1585      -15988.1816  -15992.5197       4.3381   342.5
0.1590      -15988.2069  -15992.4986       4.2916   338.8
0.1595      -15988.2273  -15992.3875       4.1603   328.4
0.1600      -15988.2408  -15992.2377       3.9969   315.5
0.1605      -15988.2477  -15992.1062       3.8585   304.6
0.1610      -15988.2493  -15992.0319       3.7826   298.6
0.1615      -15988.2492  -15992.0292       3.7800   298.4
0.1620      -15988.2498  -15992.0895       3.8397   303.1
0.1625      -15988.2542  -15992.1880       3.9338   310.5
0.1630      -15988.2635  -15992.2861       4.0226   317.6
0.1635      -15988.2763  -15992.3425       4.0663   321.0
0.1640      -15988.2889  -15992.3324       4.0435   319.2
0.1645      -15988.2978  -15992.2669       3.9691   313.3
0.1650      -15988.3021  -15992.1967       3.8947   307.5
0.1655      -15988.3043  -15992.1863       3.8819   306.4
0.1660      -15988.3106  -15992.2697       3.9591   312.5
0.1665      -15988.3231  -15992.4215       4.0984   323.5
0.1670      -15988.3422  -15992.5753       4.2331   334.2
0.1675      -15988.3658  -15992.6665       4.3007   339.5
0.1680      -15988.3899  -15992.6653       4.2753   337.5
0.1685      -15988.4112  -15992.5832       4.1720   329.3
0.1690      -15988.4269  -15992.4604       4.0335   318.4
0.1695      -15988.4361  -15992.3453       3.9092   308.6
0.1700      -15988.4405  -15992.2776       3.8370   302.9
0.1705      -15988.4426  -15992.2753       3.8327   302.6
0.1710      -15988.4466  -15992.3304       3.8838   306.6
0.1715      -15988.4536  -15992.4083       3.9547   312.2
0.1720      -15988.4632  -15992.4643       4.0011   315.9
0.1725      -15988.4730  -15992.4642       3.9912   315.1
0.1730      -15988.4798  -15992.4037       3.9239   309.8
0.1735      -15988.4823  -15992.3140       3.8316   302.5
0.1740      -15988.4804  -15992.2446       3.7642   297.2
0.1745      -15988.4776  -15992.2356       3.7580   296.7
0.1750      -15988.4769  -15992.2906       3.8137   301.1
0.1755      -15988.4804  -15992.3802       3.8998   307.9
0.1760      -15988.4866  -15992.4661       3.9795   314.1
0.1765      -15988.4957  -15992.5282       4.0325   318.3
0.1770      -15988.5075  -15992.5637       4.0562   320.2
0.1775      -15988.5210  -15992.5734       4.0525   319.9
0.1780      -15988.5342  -15992.5545       4.0203   317.4
0.1785      -15988.5448  -15992.5065       3.9617   312.7
0.1790      -15988.5514  -15992.4413       3.8899   307.1
0.1795      -15988.5544  -15992.3834       3.8290   302.3
0.1800      -15988.5559  -15992.3560       3.8001   300.0
0.1805      -15988.5574  -15992.3635       3.8062   300.5
0.1810      -15988.5595  -15992.3892       3.8297   302.3
0.1815      -15988.5617  -15992.4091       3.8474   303.7
0.1820      -15988.5641  -15992.4133       3.8492   303.9
0.1825      -15988.5657  -15992.4099       3.8443   303.5
0.1830      -15988.5679  -15992.4160       3.8482   303.8
0.1835      -15988.5714  -15992.4346       3.8632   305.0
0.1840      -15988.5769  -15992.4494       3.8725   305.7
0.1845      -15988.5808  -15992.4385       3.8577   304.5
0.1850      -15988.5817  -15992.4025       3.8207   301.6
0.1855      -15988.5804  -15992.3686       3.7882   299.1
0.1860      -15988.5787  -15992.3700       3.7914   299.3
0.1865      -15988.5794  -15992.4176       3.8382   303.0
0.1870      -15988.5832  -15992.4910       3.9078   308.5
0.1875      -15988.5896  -15992.5565       3.9669   313.2
0.1880      -15988.5973  -15992.5919       3.9946   315.3
0.1885      -15988.6062  -15992.5973       3.9910   315.1
0.1890      -15988.6150  -15992.5839       3.9689   313.3
0.1895      -15988.6231  -15992.5617       3.9386   310.9
0.1900      -15988.6293  -15992.5357       3.9063   308.4
0.1905      -15988.6343  -15992.5161       3.8818   306.4
0.1910      -15988.6374  -15992.5190       3.8816   306.4
0.1915      -15988.6416  -15992.5582       3.9167   309.2
0.1920      -15988.6492  -15992.6271       3.9779   314.0
0.1925      -15988.6600  -15992.6936       4.0336   318.4
0.1930      -15988.6721  -15992.7180       4.0459   319.4
0.1935      -15988.6826  -15992.6800       3.9973   315.6
0.1940      -15988.6890  -15992.5917       3.9027   308.1
0.1945      -15988.6915  -15992.4914       3.7998   300.0
0.1950      -15988.6899  -15992.4184       3.7284   294.3
0.1955      -15988.6868  -15992.3947       3.7079   292.7
0.1960      -15988.6843  -15992.4141       3.7298   294.4
0.1965      -15988.6829  -15992.4496       3.7666   297.3
0.1970      -15988.6830  -15992.4696       3.7866   298.9
0.1975      -15988.6827  -15992.4509       3.7681   297.5
0.1980      -15988.6801  -15992.3853       3.7051   292.5
0.1985      -15988.6728  -15992.2832       3.6103   285.0
0.1990      -15988.6591  -15992.1779       3.5187   277.8
0.1995      -15988.6411  -15992.1220       3.4809   274.8
0.2000      -15988.6236  -15992.1633       3.5397   279.4
0.2005      -15988.6125  -15992.3090       3.6966   291.8
0.2010      -15988.6109  -15992.5102       3.8994   307.8
0.2015      -15988.6195  -15992.6905       4.0710   321.4
0.2020      -15988.6330  -15992.7876       4.1546   328.0
0.2025      -15988.6484  -15992.7873       4.1389   326.7
0.2030      -15988.6624  -15992.7153       4.0529   319.9
0.2035      -15988.6727  -15992.6144       3.9417   311.2
0.2040      -15988.6785  -15992.5238       3.8453   303.6
0.2045      -15988.6802  -15992.4699       3.7897   299.2
0.2050      -15988.6797  -15992.4647       3.7851   298.8
0.2055      -15988.6798  -15992.5065       3.8266   302.1
0.2060      -15988.6825  -15992.5783       3.8958   307.5
0.2065      -15988.6898  -15992.6512       3.9614   312.7
0.2070      -15988.6995  -15992.6892       3.9897   315.0
0.2075      -15988.7085  -15992.6706       3.9621   312.8
0.2080      -15988.7143  -15992.6020       3.8877   306.9
0.2085      -15988.7156  -15992.5184       3.8028   300.2
0.2090      -15988.7147  -15992.4615       3.7468   295.8
0.2095      -15988.7131  -15992.4498       3.7367   295.0
0.2100      -15988.7121  -15992.4718       3.7598   296.8
0.2105      -15988.7118  -15992.5009       3.7892   299.1
0.2110      -15988.7120  -15992.5179       3.8058   300.4
0.2115      -15988.7127  -15992.5196       3.8069   300.5
0.2120      -15988.7136  -15992.5137       3.8001   300.0
0.2125      -15988.7146  -15992.5095       3.7948   299.6
0.2130      -15988.7156  -15992.5136       3.7980   299.8
0.2135      -15988.7169  -15992.5303       3.8133   301.0
0.2140      -15988.7186  -15992.5604       3.8418   303.3
0.2145      -15988.7231  -15992.6012       3.8782   306.2
0.2150      -15988.7290  -15992.6383       3.9093   308.6
0.2155      -15988.7356  -15992.6525       3.9169   309.2
0.2160      -15988.7409  -15992.6310       3.8901   307.1
0.2165      -15988.7428  -15992.5839       3.8410   303.2
0.2170      -15988.7423  -15992.5450       3.8027   300.2
0.2175      -15988.7411  -15992.5513       3.8102   300.8
0.2180      -15988.7423  -15992.6180       3.8757   306.0
0.2185      -15988.7480  -15992.7301       3.9821   314.4
0.2190      -15988.7588  -15992.8554       4.0966   323.4
0.2195      -15988.7760  -15992.9637       4.1877   330.6
0.2200      -15988.7960  -15993.0310       4.2350   334.3
0.2205      -15988.8175  -15993.0470       4.2296   333.9
0.2210      -15988.8382  -15993.0131       4.1749   329.6
0.2215      -15988.8556  -15992.9412       4.0855   322.5
0.2220      -15988.8689  -15992.8495       3.9806   314.2
0.2225      -15988.8773  -15992.7554       3.8780   306.1
0.2230      -15988.8812  -15992.6700       3.7888   299.1
0.2235      -15988.8813  -15992.5965       3.7152   293.3
0.2240      -15988.8774  -15992.5306       3.6532   288.4
0.2245      -15988.8707  -15992.4676       3.5969   283.9
0.2250      -15988.8598  -15992.4070       3.5472   280.0
0.2255      -15988.8460  -15992.3593       3.5134   277.4
0.2260      -15988.8310  -15992.3372       3.5061   276.8
0.2265      -15988.8159  -15992.3443       3.5283   278.5
0.2270      -15988.8022  -15992.3745       3.5722   282.0
0.2275      -15988.7906  -15992.4195       3.6290   286.5
0.2280      -15988.7820  -15992.4741       3.6921   291.5
0.2285      -15988.7765  -15992.5302       3.7537   296.3
0.2290      -15988.7752  -15992.5800       3.8048   300.4
0.2295      -15988.7756  -15992.6185       3.8429   303.4
0.2300      -15988.7775  -15992.6527       3.8752   305.9
0.2305      -15988.7815  -15992.6940       3.9126   308.9
0.2310      -15988.7879  -15992.7492       3.9613   312.7
0.2315      -15988.7978  -15992.8121       4.0144   316.9
0.2320      -15988.8102  -15992.8628       4.0526   319.9
0.2325      -15988.8237  -15992.8760       4.0524   319.9
0.2330      -15988.8356  -15992.8355       3.9998   315.8
0.2335      -15988.8427  -15992.7464       3.9037   308.2
0.2340      -15988.8451  -15992.6400       3.7949   299.6
0.2345      -15988.8429  -15992.5526       3.7097   292.9
0.2350      -15988.8383  -15992.5052       3.6669   289.5
0.2355      -15988.8321  -15992.4933       3.6611   289.0
0.2360      -15988.8251  -15992.5038       3.6787   290.4
0.2365      -15988.8187  -15992.5297       3.7110   293.0
0.2370      -15988.8142  -15992.5660       3.7518   296.2
0.2375      -15988.8118  -15992.6031       3.7913   299.3
0.2380      -15988.8107  -15992.6305       3.8198   301.5
0.2385      -15988.8105  -15992.6458       3.8353   302.8
0.2390      -15988.8111  -15992.6545       3.8434   303.4
0.2395      -15988.8126  -15992.6625       3.8499   303.9
0.2400      -15988.8150  -15992.6689       3.8539   304.2
0.2405      -15988.8172  -15992.6642       3.8470   303.7
0.2410      -15988.8195  -15992.6400       3.8204   301.6
0.2415      -15988.8189  -15992.5934       3.7745   298.0
0.2420      -15988.8150  -15992.5385       3.7235   293.9
0.2425      -15988.8088  -15992.5000       3.6912   291.4
0.2430      -15988.8020  -15992.4985       3.6964   291.8
0.2435      -15988.7981  -15992.5346       3.7365   295.0
0.2440      -15988.7956  -15992.5865       3.7909   299.3
0.2445      -15988.7949  -15992.6334       3.8385   303.0
0.2450      -15988.7965  -15992.6689       3.8725   305.7
0.2455      -15988.7999  -15992.6950       3.8951   307.5
0.2460      -15988.8050  -15992.7113       3.9063   308.4
0.2465      -15988.8101  -15992.7154       3.9053   308.3
0.2470      -15988.8147  -15992.7121       3.8974   307.7
0.2475      -15988.8195  -15992.7137       3.8942   307.4
0.2480      -15988.8253  -15992.7299       3.9046   308.2
0.2485      -15988.8336  -15992.7573       3.9237   309.7
